datetime,datetime_nano,SHFE.cu2606.open,SHFE.cu2606.high,SHFE.cu2606.low,SHFE.cu2606.close,SHFE.cu2606.volume,SHFE.cu2606.open_oi,SHFE.cu2606.close_oi
2026-01-06 21:30:00.000000000,1767706200000000000,104630,104660,104510,104550,55,29151,29128
2026-01-06 21:31:00.000000000,1767706260000000000,104550,104560,104390,104470,92,29128,29125
2026-01-06 21:32:00.000000000,1767706320000000000,104470,104550,104470,104530,43,29125,29146
2026-01-06 21:33:00.000000000,1767706380000000000,104530,104610,104290,104290,90,29146,29155
2026-01-06 21:34:00.000000000,1767706440000000000,104290,104290,103990,104040,245,29155,29090
2026-01-06 21:35:00.000000000,1767706500000000000,104040,104050,103860,103940,203,29090,29084
2026-01-06 21:36:00.000000000,1767706560000000000,103940,103980,103760,103920,147,29084,29082
2026-01-06 21:37:00.000000000,1767706620000000000,103920,104160,103920,104140,176,29082,29106
2026-01-06 21:38:00.000000000,1767706680000000000,104140,104200,104000,104020,114,29106,29129
2026-01-06 21:39:00.000000000,1767706740000000000,104020,104030,103810,103810,51,29129,29127
2026-01-06 21:40:00.000000000,1767706800000000000,103810,104080,103800,104080,114,29127,29110
2026-01-06 21:41:00.000000000,1767706860000000000,104080,104210,104050,104050,42,29110,29111
2026-01-06 21:42:00.000000000,1767706920000000000,104050,104170,103980,104170,52,29111,29110
2026-01-06 21:43:00.000000000,1767706980000000000,104170,104220,104140,104140,42,29110,29104
2026-01-06 21:44:00.000000000,1767707040000000000,104140,104170,104080,104150,29,29104,29102
2026-01-06 21:45:00.000000000,1767707100000000000,104150,104390,104150,104370,22,29102,29100
2026-01-06 21:46:00.000000000,1767707160000000000,104370,104430,104350,104400,39,29100,29102
2026-01-06 21:47:00.000000000,1767707220000000000,104400,104420,104330,104330,31,29102,29105
2026-01-06 21:48:00.000000000,1767707280000000000,104330,104400,104300,104370,53,29105,29122
2026-01-06 21:49:00.000000000,1767707340000000000,104370,104370,104040,104110,30,29122,29114
2026-01-06 21:50:00.000000000,1767707400000000000,104110,104260,104070,104260,32,29114,29106
2026-01-06 21:51:00.000000000,1767707460000000000,104260,104300,104200,104250,14,29106,29107
2026-01-06 21:52:00.000000000,1767707520000000000,104250,104290,104250,104260,5,29107,29109
2026-01-06 21:53:00.000000000,1767707580000000000,104260,104410,104260,104340,2,29109,29109
2026-01-06 21:54:00.000000000,1767707640000000000,104340,104570,104340,104570,33,29109,29103
2026-01-06 21:55:00.000000000,1767707700000000000,104570,104610,104520,104530,20,29103,29110
