datetime,datetime_nano,SHFE.ni2607.open,SHFE.ni2607.high,SHFE.ni2607.low,SHFE.ni2607.close,SHFE.ni2607.volume,SHFE.ni2607.open_oi,SHFE.ni2607.close_oi
2026-01-05 09:59:00.000000000,1767578340000000000,135840,136070,135840,136070,11,2340,2333
2026-01-05 10:00:00.000000000,1767578400000000000,136070,136070,136070,136070,0,2333,2333
2026-01-05 10:01:00.000000000,1767578460000000000,136070,136070,135660,135660,1,2333,2334
2026-01-05 10:02:00.000000000,1767578520000000000,135660,135660,135440,135500,8,2334,2338
2026-01-05 10:03:00.000000000,1767578580000000000,135500,135500,135500,135500,0,2338,2338
2026-01-05 10:04:00.000000000,1767578640000000000,135500,135500,135500,135500,0,2338,2338
2026-01-05 10:05:00.000000000,1767578700000000000,135500,135500,135500,135500,0,2338,2338
2026-01-05 10:06:00.000000000,1767578760000000000,135500,135500,135500,135500,0,2338,2338
2026-01-05 10:07:00.000000000,1767578820000000000,135500,135500,135410,135410,2,2338,2338
2026-01-05 10:08:00.000000000,1767578880000000000,135410,135460,135370,135460,2,2338,2339
2026-01-05 10:09:00.000000000,1767578940000000000,135460,135470,135460,135470,1,2339,2338
2026-01-05 10:10:00.000000000,1767579000000000000,135470,135470,135470,135470,0,2338,2338
2026-01-05 10:11:00.000000000,1767579060000000000,135470,135610,135470,135610,1,2338,2339
2026-01-05 10:12:00.000000000,1767579120000000000,135610,135610,135610,135610,0,2339,2339
2026-01-05 10:13:00.000000000,1767579180000000000,135610,135610,135610,135610,0,2339,2339
2026-01-05 10:14:00.000000000,1767579240000000000,135610,135610,135610,135610,0,2339,2339
2026-01-05 10:30:00.000000000,1767580200000000000,135610,135910,135510,135910,11,2339,2337
2026-01-05 10:31:00.000000000,1767580260000000000,135910,135910,135810,135810,2,2337,2336
2026-01-05 10:32:00.000000000,1767580320000000000,135810,135900,135810,135900,2,2336,2335
2026-01-05 10:33:00.000000000,1767580380000000000,135900,135960,135770,135940,7,2335,2332
2026-01-05 10:34:00.000000000,1767580440000000000,135940,135980,135770,135840,10,2332,2327
2026-01-05 10:35:00.000000000,1767580500000000000,135840,135930,135750,135750,4,2327,2324
2026-01-05 10:36:00.000000000,1767580560000000000,135750,135900,135750,135900,2,2324,2323
2026-01-05 10:37:00.000000000,1767580620000000000,135900,135900,135860,135860,4,2323,2321
